FTU,FTUID,Vessel,VesselID,PathStep,PathVessel,PathVesselID
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,7,interlobular renal vein,UBERON:0005168
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,8,arcuate renal vein,UBERON:0004719
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,9,interlobar renal vein,UBERON:0009887
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,10,segmental renal vein,
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,11,renal vein,UBERON:0001140
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,12,inferior vena cava,UBERON:0001072
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,13,right atrium,UBERON:0002078
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,-14,left ventricle,UBERON:0002084
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,-13,aorta,UBERON:0000947
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,-12,ascending aorta,UBERON:0001496
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,-11,aortic arch,UBERON:0001508
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,-10,descending aorta,UBERON:0001514
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,-9,descending thoracic aorta,UBERON:0002345
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,-8,abdominal aorta,UBERON:0001516
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,-7,renal artery,UBERON:0001184
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,-6,segmental renal artery,FMA:70494
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,-5,interlobar renal artery,UBERON:0009885
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,-4,arcuate renal artery,UBERON:0001552
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,-3,interlobular renal artery,UBERON:0004723
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,-2,renal afferent arteriole,UBERON:0004639
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,-1,glomerular capillary,UBERON:0004212
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,0,renal efferent arteriole,UBERON:0004640
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,1,descending vasa recta of kidney,UBERON:0009202
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,2,vasa recta of kidney,UBERON:0004726
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,3,ascending vasa recta of kidney,UBERON:0009091
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,4,straight venule of kidney,UBERON:0010181
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,5,interlobular renal vein,UBERON:0005168
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,6,arcuate renal vein,UBERON:0004719
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,7,interlobar renal vein,UBERON:0009887
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,8,segmental renal vein,
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,9,renal vein,UBERON:0001140
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,10,inferior vena cava,UBERON:0001072
nephron,UBERON:0001285,renal efferent arteriole,UBERON:0004640,11,right atrium,UBERON:0002078
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,-16,left ventricle,UBERON:0002084
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,-15,aorta,UBERON:0000947
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,-14,ascending aorta,UBERON:0001496
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,-13,aortic arch,UBERON:0001508
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,-12,descending aorta,UBERON:0001514
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,-11,descending thoracic aorta,UBERON:0002345
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,-10,abdominal aorta,UBERON:0001516
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,-9,renal artery,UBERON:0001184
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,-8,segmental renal artery,FMA:70494
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,-7,interlobar renal artery,UBERON:0009885
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,-6,arcuate renal artery,UBERON:0001552
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,-5,interlobular renal artery,UBERON:0004723
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,-4,renal afferent arteriole,UBERON:0004639
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,-3,glomerular capillary,UBERON:0004212
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,-2,renal efferent arteriole,UBERON:0004640
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,-1,descending vasa recta of kidney,UBERON:0009202
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,0,vasa recta of kidney,UBERON:0004726
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,1,ascending vasa recta of kidney,UBERON:0009091
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,2,straight venule of kidney,UBERON:0010181
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,3,interlobular renal vein,UBERON:0005168
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,4,arcuate renal vein,UBERON:0004719
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,5,interlobar renal vein,UBERON:0009887
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,6,segmental renal vein,
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,7,renal vein,UBERON:0001140
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,8,inferior vena cava,UBERON:0001072
nephron,UBERON:0001285,vasa recta of kidney,UBERON:0004726,9,right atrium,UBERON:0002078
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-17,left ventricle,UBERON:0002084
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-16,aorta,UBERON:0000947
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-15,ascending aorta,UBERON:0001496
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-14,aortic arch,UBERON:0001508
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-13,descending aorta,UBERON:0001514
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-12,descending thoracic aorta,UBERON:0002345
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-11,abdominal aorta,UBERON:0001516
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-10,renal artery,UBERON:0001184
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-9,segmental renal artery,FMA:70494
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-8,interlobar renal artery,UBERON:0009885
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-7,arcuate renal artery,UBERON:0001552
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-6,interlobular renal artery,UBERON:0004723
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-5,renal afferent arteriole,UBERON:0004639
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-4,glomerular capillary,UBERON:0004212
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-3,renal efferent arteriole,UBERON:0004640
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-2,descending vasa recta of kidney,UBERON:0009202
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,-1,vasa recta of kidney,UBERON:0004726
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,0,ascending vasa recta of kidney,UBERON:0009091
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,1,straight venule of kidney,UBERON:0010181
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,2,interlobular renal vein,UBERON:0005168
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,3,arcuate renal vein,UBERON:0004719
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,4,interlobar renal vein,UBERON:0009887
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,5,segmental renal vein,
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,6,renal vein,UBERON:0001140
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,7,inferior vena cava,UBERON:0001072
outer medullary collecting duct,UBERON:0004204,ascending vasa recta of kidney,UBERON:0009091,8,right atrium,UBERON:0002078
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,-15,left ventricle,UBERON:0002084
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,-14,aorta,UBERON:0000947
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,-13,ascending aorta,UBERON:0001496
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,-12,aortic arch,UBERON:0001508
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,-11,descending aorta,UBERON:0001514
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,-10,descending thoracic aorta,UBERON:0002345
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,-9,abdominal aorta,UBERON:0001516
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,-8,renal artery,UBERON:0001184
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,-7,segmental renal artery,FMA:70494
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,-6,interlobar renal artery,UBERON:0009885
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,-5,arcuate renal artery,UBERON:0001552
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,-4,interlobular renal artery,UBERON:0004723
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,-3,renal afferent arteriole,UBERON:0004639
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,-2,glomerular capillary,UBERON:0004212
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,-1,renal efferent arteriole,UBERON:0004640
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,0,descending vasa recta of kidney,UBERON:0009202
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,1,vasa recta of kidney,UBERON:0004726
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,2,ascending vasa recta of kidney,UBERON:0009091
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,3,straight venule of kidney,UBERON:0010181
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,4,interlobular renal vein,UBERON:0005168
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,5,arcuate renal vein,UBERON:0004719
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,6,interlobar renal vein,UBERON:0009887
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,7,segmental renal vein,
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,8,renal vein,UBERON:0001140
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,9,inferior vena cava,UBERON:0001072
outer medullary collecting duct,UBERON:0004204,descending vasa recta of kidney,UBERON:0009202,10,right atrium,UBERON:0002078
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,-12,left ventricle,UBERON:0002084
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,-11,aorta,UBERON:0000947
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,-10,ascending aorta,UBERON:0001496
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,-9,aortic arch,UBERON:0001508
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,-8,descending aorta,UBERON:0001514
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,-7,descending thoracic aorta,UBERON:0002345
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,-6,abdominal aorta,UBERON:0001516
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,-5,celiac artery,UBERON:0001640
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,-4,splenic artery,UBERON:0001194
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,-3,pancreatic artery,FMA:70471
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,-2,interlobular artery of pancreas,
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,-1,lobular artery of pancreas,
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,0,intralobular arteriole of pancreas,
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,1,periductal capillary of intercalated duct of pancreas,
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,2,intralobular venule of pancreas,
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,3,lobular vein of pancreas,
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,4,interlobular vein of pancreas,
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,5,pancreatic vein,FMA:70929
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,6,splenic vein,UBERON:0003713
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,7,hepatic portal vein,UBERON:0001639
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,8,left hepatic portal vein,FMA:15415
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,9,left lateral hepatic portal vein,
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,10,lateral inferior segmental hepatic portal vein,FMA:15432
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,11,hepatic portal venule,
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,12,hepatic sinusoid,UBERON:0001281
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,13,central vein of liver,UBERON:0006841
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,14,segmental hepatic vein,
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,15,left hepatic vein,UBERON:0011955
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,16,inferior vena cava,UBERON:0001072
pancreatic acinus,UBERON:0001263,intralobular arteriole of pancreas,,17,right atrium,UBERON:0002078
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,-13,left ventricle,UBERON:0002084
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,-12,aorta,UBERON:0000947
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,-11,ascending aorta,UBERON:0001496
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,-10,aortic arch,UBERON:0001508
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,-9,descending aorta,UBERON:0001514
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,-8,descending thoracic aorta,UBERON:0002345
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,-7,abdominal aorta,UBERON:0001516
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,-6,celiac artery,UBERON:0001640
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,-5,splenic artery,UBERON:0001194
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,-4,pancreatic artery,FMA:70471
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,-3,interlobular artery of pancreas,
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,-2,lobular artery of pancreas,
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,-1,intralobular arteriole of pancreas,
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,0,lobular capillary of pancreas,
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,1,intralobular venule of pancreas,
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,2,lobular vein of pancreas,
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,3,interlobular vein of pancreas,
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,4,pancreatic vein,FMA:70929
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,5,splenic vein,UBERON:0003713
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,6,hepatic portal vein,UBERON:0001639
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,7,left hepatic portal vein,FMA:15415
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,8,left lateral hepatic portal vein,
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,9,lateral inferior segmental hepatic portal vein,FMA:15432
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,10,hepatic portal venule,
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,11,hepatic sinusoid,UBERON:0001281
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,12,central vein of liver,UBERON:0006841
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,13,segmental hepatic vein,
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,14,left hepatic vein,UBERON:0011955
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,15,inferior vena cava,UBERON:0001072
pancreatic acinus,UBERON:0001263,lobular capillary of pancreas,,16,right atrium,UBERON:0002078
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,-13,left ventricle,UBERON:0002084
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,-12,aorta,UBERON:0000947
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,-11,ascending aorta,UBERON:0001496
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,-10,aortic arch,UBERON:0001508
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,-9,descending aorta,UBERON:0001514
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,-8,descending thoracic aorta,UBERON:0002345
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,-7,abdominal aorta,UBERON:0001516
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,-6,common iliac artery,UBERON:0001191
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,-5,internal iliac artery,UBERON:0001309
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,-4,anterior division of internal iliac artery,FMA:69797
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,-3,inferior vesical artery,UBERON:0001311
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,-2,prostatic artery,FMA:20966
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,-1,prostatic arteriole,
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,0,prostatic capillary,FMA:280966
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,1,prostatic venule,
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,2,prostatic venous plexus,UBERON:0009042
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,3,inferior vesical vein,UBERON:0001318
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,4,internal iliac vein,UBERON:0001317
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,5,common iliac vein,UBERON:0001139
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,6,inferior vena cava,UBERON:0001072
prostate glandular acinus,UBERON:0004179,prostatic capillary,fma280966,7,right atrium,UBERON:0002078
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,-15,left ventricle,UBERON:0002084
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,-14,aorta,UBERON:0000947
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,-13,ascending aorta,UBERON:0001496
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,-12,aortic arch,UBERON:0001508
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,-11,descending aorta,UBERON:0001514
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,-10,descending thoracic aorta,UBERON:0002345
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,-9,abdominal aorta,UBERON:0001516
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,-8,celiac artery,UBERON:0001640
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,-7,splenic artery,UBERON:0001194
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,-6,lobar artery of spleen,
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,-5,segmental branch of lobar artery of spleen,
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,-4,spleen trabecular artery,UBERON:0010399
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,-3,spleen central arteriole,UBERON:0010401
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,-2,non-penicillar arteriole of spleen,
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,-1,sheathed capillary of spleen,
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,0,post-sheath open capillary of spleen,
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,1,splenic venous sinusoid,UBERON:0003910
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,2,red pulp venule of spleen,
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,3,spleen trabecular vein,UBERON:0010400
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,4,splenic vein,UBERON:0003713
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,5,hepatic portal vein,UBERON:0001639
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,6,left hepatic portal vein,FMA:15415
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,7,left lateral hepatic portal vein,
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,8,lateral inferior segmental hepatic portal vein,FMA:15432
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,9,hepatic portal venule,
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,10,hepatic sinusoid,UBERON:0001281
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,11,central vein of liver,UBERON:0006841
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,12,segmental hepatic vein,
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,13,left hepatic vein,UBERON:0011955
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,14,inferior vena cava,UBERON:0001072
red pulp of spleen,UBERON:0001250,post-sheath open capillary of spleen,,15,right atrium,UBERON:0002078
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-17,left ventricle,UBERON:0002084
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-16,aorta,UBERON:0000947
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-15,ascending aorta,UBERON:0001496
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-14,aortic arch,UBERON:0001508
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-13,descending aorta,UBERON:0001514
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-12,descending thoracic aorta,UBERON:0002345
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-11,abdominal aorta,UBERON:0001516
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-10,celiac artery,UBERON:0001640
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-9,splenic artery,UBERON:0001194
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-8,lobar artery of spleen,
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-7,segmental branch of lobar artery of spleen,
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-6,spleen trabecular artery,UBERON:0010399
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-5,spleen central arteriole,UBERON:0010401
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-4,non-penicillar arteriole of spleen,
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-3,sheathed capillary of spleen,
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-2,post-sheath open capillary of spleen,
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,-1,splenic venous sinusoid,UBERON:0003910
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,0,red pulp venule of spleen,
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,1,spleen trabecular vein,UBERON:0010400
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,2,splenic vein,UBERON:0003713
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,3,hepatic portal vein,UBERON:0001639
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,4,left hepatic portal vein,FMA:15415
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,5,left lateral hepatic portal vein,
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,6,lateral inferior segmental hepatic portal vein,FMA:15432
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,7,hepatic portal venule,
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,8,hepatic sinusoid,UBERON:0001281
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,9,central vein of liver,UBERON:0006841
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,10,segmental hepatic vein,
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,11,left hepatic vein,UBERON:0011955
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,12,inferior vena cava,UBERON:0001072
red pulp of spleen,UBERON:0001250,red pulp venule of spleen,,13,right atrium,UBERON:0002078
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,-16,left ventricle,UBERON:0002084
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,-15,aorta,UBERON:0000947
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,-14,ascending aorta,UBERON:0001496
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,-13,aortic arch,UBERON:0001508
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,-12,descending aorta,UBERON:0001514
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,-11,descending thoracic aorta,UBERON:0002345
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,-10,abdominal aorta,UBERON:0001516
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,-9,celiac artery,UBERON:0001640
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,-8,splenic artery,UBERON:0001194
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,-7,lobar artery of spleen,
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,-6,segmental branch of lobar artery of spleen,
